partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Google Cloud,Getting started with Google Workspace,"[Collaboration, Google Cloud Platform, Communication, Cloud Applications, User Experience, Leadership and Management, Cloud Platforms, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Databases, Design and Product, Visual Design, Graphic Design]",47,13000,Beginner , Specialization , 3 - 6 Months,false
Stanford University,Organizational Analysis,"[Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, People Analysis]",46,14000,Beginner , Course , 1 - 3 Months,false
Google,Google Data Analytics,"[Decision Making, Data Analysis, Leadership and Management, Strategy, Strategy and Operations, Business Analysis, Design and Product, Planning, Communication, Business Psychology, Entrepreneurship, Business Development, Business Communication, Critical Thinking, Problem Solving, Exploratory Data Analysis, Process Analysis, Data Visualization, Operational Analysis, Visualization (Computer Graphics), Interactive Data Visualization, Spreadsheet Software, Databases, SQL]",45,115,Beginner , Professional Certificate , 3 - 6 Months,false
University of Michigan,Programming for Everybody (Getting Started with Python),"[Algorithms, Computational Logic, Computational Thinking, Computer Programming, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science]",48,2249000,Beginner , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Instructional Design Foundations and Applications,"[(638 reviews)]",40,638,Mixed , Course , 1 - 3 Months,false
DeepLearningAI,Generative AI for Everyone,"[Course]",0,0,Course,0,0,false
DeepLearningAI,Improving Deep Neural Networks: Hyperparameter Tuning Regularization and Optimization,"[Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning]",49,626000,Intermediate , Course , 1 - 4 Weeks,false
Google,Share Data Through the Art of Visualization,"[Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software]",46,77000,Beginner , Course , 1 - 4 Weeks,false
DeepLearningAI,AI for Medicine,"[Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics, Natural Language Processing]",47,22000,Intermediate , Specialization , 1 - 3 Months,false
Google,Foundations of Data Science,"[Communication, Data Analysis, Planning, Project Management]",47,13000,Advanced , Course , 1 - 3 Months,false
Google,Sound the Alarm: Detection and Response,"[Linux, Network Security, Computer Security Incident Management, Leadership and Management]",48,746,Beginner , Course , 1 - 4 Weeks,false
Microsoft,Microsoft Azure Fundamentals AZ-900 Exam Prep,"[Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Network Architecture, Security Software, Account Management, Database Administration, Databases, Web Development Tools]",46,24000,Beginner , Specialization , 3 - 6 Months,false
University of Colorado Boulder,Project Management,"[Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Organizational Development, Product Development, Data Analysis, Estimation, Budget Management]",48,452,Beginner , Specialization , 1 - 3 Months,false
Stanford University,Game Theory,"[Decision Making, Game Theory, General Statistics, Problem Solving, Critical Thinking, Mathematical Theory & Analysis]",46,45000,Beginner , Course , 1 - 3 Months,false
California Institute of the Arts,UI / UX Design,"[Design and Product, Front-End Web Development, Graphic Design, Interactive Design, Research and Design, User Experience, User Experience Design, Visual Design, Visualization (Computer Graphics), Web Design, Strategy]",47,72000,Beginner , Specialization , 3 - 6 Months,false
IESE Business School,Foundations of Management,"[Leadership and Management, Accounting, Financial Accounting, Communication, Customer Analysis, Design and Product, Human Resources, Market Analysis, Marketing, Strategy and Operations, Finance, Financial Management, Leadership Development, Marketing Design, Product Marketing, Strategy, Employee Relations, Management Accounting, Market Research, People Development, People Management, Business Psychology, Collaboration, Culture, Financial Analysis]",48,47000,Beginner , Specialization , 3 - 6 Months,false
Intuit,Bookkeeping Basics,"[Accounting, General Accounting, Accounting Software, Finance]",46,4000,Beginner , Course , 1 - 4 Weeks,false
LearnQuest,Scrum Master Certification,"[Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, DevOps, Software Testing, Product Lifecycle, Planning, Process Analysis, Software Engineering Tools, System Software, Business Communication, Devops Tools, Risk Management]",47,25000,Beginner , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Financial Analysis - Skills for Success,"[Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Business Analysis, Management Accounting, Risk Management, Data Analysis, Planning]",47,160,Beginner , Specialization , 1 - 3 Months,false
Google,From Likes to Leads: Interact with Customers Online,"[Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Social Media, Advertising, Data Analysis, Strategy]",48,21000,Beginner , Course , 1 - 3 Months,false
Google Cloud,Google Professional Workspace Administrator,"[Leadership and Management, Account Management, Google Cloud Platform, Cloud Management, System Security, Cloud Applications, Cloud Platforms, Security Engineering, Operations Management, Software Security, Network Security, Cloud Computing, Data Management, Security Strategy, Cloud Infrastructure, Organizational Development, Other Cloud Platforms and Tools, Change Management, Cloud-Based Integration, Database Administration, Collaboration, Software As A Service, Strategy and Operations, Computer Security Incident Management, Planning, Strategy, Security Software, Project Management, Mobile Security, Accounting]",47,29000,Beginner , Professional Certificate , 1 - 4 Weeks,false
Google,Data Analysis with R Programming,"[R Programming, Data Analysis, Computer Programming, SQL]",48,87000,Beginner , Course , 1 - 3 Months,false
Yale University,Connected Leadership,"[Leadership and Management, Change Management, People Management, Process Analysis]",48,247,Beginner , Course , 1 - 3 Months,false
Tableau Learning Partner,Tableau Business Intelligence Analyst,"[Business Analysis, Data Analysis, Data Architecture, Data Management, Interactive Data Visualization, Project Management, Tableau Software]",48,97,Beginner , Professional Certificate , 3 - 6 Months,false
IBM,Applied Data Science with R,"[Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Regression, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Statistical Machine Learning, Visual Design, Data Science]",45,803,Beginner , Specialization , 3 - 6 Months,false
Stanford University,Stanford Introduction to Food and Health,"[(302k reviews)]",47,302000,Beginner , Course , 1 - 3 Months,false
IBM,IBM DevOps and Software Engineering,"[]",0,0,,0,0,false
Google,Google Project Management,"[Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Emotional Intelligence, People Management, Resilience, C++ Programming, Critical Thinking, Network Security, Data Analysis Software, Adaptability, Organizational Development, Project Management, Culture]",46,149,Beginner , Professional Certificate , 3 - 6 Months,false
University of Virginia,Artificial Intelligence in Marketing,"[Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Customer Success, Leadership and Management, Machine Learning Algorithms, Strategy and Operations]",45,146,Beginner , Course , 1 - 4 Weeks,false
IBM,Introduction to Cloud Computing,"[Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud]",46,47000,Beginner , Course , 1 - 3 Months,false
